date,dji
09SEP1912,91.21
10SEP1912,91.13
11SEP1912,90.38
12SEP1912,90.53
13SEP1912,90.52
16SEP1912,90.67
17SEP1912,91.55
18SEP1912,91.65
19SEP1912,91.66
20SEP1912,92.27
23SEP1912,93.08
24SEP1912,93.43
25SEP1912,93.38
26SEP1912,93.42
27SEP1912,93.61
30SEP1912,94.15
01OCT1912,93.9
02OCT1912,93.5
03OCT1912,94.12
04OCT1912,93.7
07OCT1912,93.93
08OCT1912,94.12
09OCT1912,93.68
10OCT1912,93.94
11OCT1912,92.62
14OCT1912,92.4
15OCT1912,92.73
16OCT1912,93.7
17OCT1912,93.52
18OCT1912,93.61
21OCT1912,92.31
22OCT1912,92.41
23OCT1912,91.6
24OCT1912,91.58
25OCT1912,90.91
28OCT1912,91.44
29OCT1912,90.35
30OCT1912,90.41
31OCT1912,90.71
01NOV1912,90.51
04NOV1912,90.29
06NOV1912,91.94
07NOV1912,91.67
08NOV1912,91.31
11NOV1912,89.58
12NOV1912,90.1
13NOV1912,89.96
14NOV1912,90.4
15NOV1912,90.09
18NOV1912,89.97
19NOV1912,90.05
20NOV1912,90.3
21NOV1912,91.43
22NOV1912,91.01
25NOV1912,89.87
26NOV1912,90.34
27NOV1912,90.62
29NOV1912,91.26
02DEC1912,90.85
03DEC1912,90.36
04DEC1912,89
05DEC1912,87.88
06DEC1912,87.8
09DEC1912,86.03
10DEC1912,86.02
11DEC1912,85.25
12DEC1912,86.05
13DEC1912,86.18
16DEC1912,86.22
17DEC1912,86.21
18DEC1912,85.66
19DEC1912,86.78
20DEC1912,87.85
23DEC1912,87.22
24DEC1912,87.36
26DEC1912,87.33
27DEC1912,87.25
30DEC1912,87.26
31DEC1912,87.87
02JAN1913,88.42
03JAN1913,87.45
06JAN1913,87.2
07JAN1913,88.02
08JAN1913,88.01
09JAN1913,88.57
10JAN1913,88.25
13JAN1913,85.96
14JAN1913,84.96
15JAN1913,85.47
16JAN1913,85.75
17JAN1913,85.61
20JAN1913,81.55
21JAN1913,82.57
22JAN1913,83.34
23JAN1913,82.94
24JAN1913,82.22
27JAN1913,82.53
28JAN1913,83.13
29JAN1913,82.92
30JAN1913,83.8
31JAN1913,83.72
03FEB1913,83.26
04FEB1913,83.38
05FEB1913,83.05
06FEB1913,82.94
07FEB1913,83.46
10FEB1913,82.93
11FEB1913,82.17
13FEB1913,81.34
14FEB1913,81.79
17FEB1913,80.57
18FEB1913,79.82
19FEB1913,80.44
20FEB1913,80.2
21FEB1913,79.93
24FEB1913,79.26
25FEB1913,78.72
26FEB1913,80.05
27FEB1913,80.56
28FEB1913,80.32
03MAR1913,81.33
04MAR1913,80.71
05MAR1913,81.69
06MAR1913,81.33
07MAR1913,80.6
10MAR1913,79.27
11MAR1913,79.95
12MAR1913,79.46
13MAR1913,79.93
14MAR1913,79.81
17MAR1913,79.26
18MAR1913,78.68
19MAR1913,78.27
20MAR1913,78.25
24MAR1913,78.91
25MAR1913,80.2
26MAR1913,80.31
27MAR1913,79.78
28MAR1913,80.51
31MAR1913,80.92
01APR1913,81.92
02APR1913,81.76
03APR1913,82.16
04APR1913,83.19
07APR1913,82.35
08APR1913,82.92
09APR1913,82.59
10APR1913,82.64
11APR1913,82.14
14APR1913,82.11
15APR1913,81.09
16APR1913,81.08
17APR1913,81.28
18APR1913,81.05
21APR1913,81.73
22APR1913,81.46
23APR1913,81.25
24APR1913,80.76
25APR1913,79.72
28APR1913,79.32
29APR1913,78.39
30APR1913,78.54
01MAY1913,79.62
02MAY1913,79.34
05MAY1913,79.95
06MAY1913,79.21
07MAY1913,79.52
08MAY1913,79.4
09MAY1913,79.23
12MAY1913,78.58
13MAY1913,79.04
14MAY1913,78.72
15MAY1913,78.51
16MAY1913,78.83
19MAY1913,78.73
20MAY1913,79.06
21MAY1913,79.01
22MAY1913,79.5
23MAY1913,79.5
26MAY1913,79.72
27MAY1913,79.22
28MAY1913,78.48
29MAY1913,78.38
02JUN1913,77.27
03JUN1913,76.68
04JUN1913,75.67
05JUN1913,75.07
06JUN1913,75.21
09JUN1913,73.9
10JUN1913,72.34
11JUN1913,72.11
12JUN1913,74.28
13JUN1913,74.58
16JUN1913,74.58
17JUN1913,74.91
18JUN1913,75.85
19JUN1913,75.41
20JUN1913,74.91
23JUN1913,74.33
24JUN1913,75.21
25JUN1913,75.38
26JUN1913,74.93
27JUN1913,74.7
30JUN1913,74.89
01JUL1913,75.43
02JUL1913,75.84
03JUL1913,75.83
07JUL1913,75.67
08JUL1913,75.52
09JUL1913,75.23
10JUL1913,75.51
11JUL1913,75.4
14JUL1913,75.23
15JUL1913,75.41
16JUL1913,76.51
17JUL1913,76.18
18JUL1913,77.1
21JUL1913,78.16
22JUL1913,78.09
23JUL1913,77.84
24JUL1913,78.65
25JUL1913,78.36
28JUL1913,79.06
29JUL1913,78.93
30JUL1913,78.59
31JUL1913,78.48
01AUG1913,78.21
04AUG1913,78.75
05AUG1913,79.52
06AUG1913,79.16
07AUG1913,79.51
08AUG1913,79.32
11AUG1913,79.73
12AUG1913,80.68
13AUG1913,80.93
14AUG1913,80.46
15AUG1913,79.5
18AUG1913,79.85
19AUG1913,79.96
20AUG1913,80.37
21AUG1913,80.14
22AUG1913,80.07
25AUG1913,80.3
26AUG1913,80.29
27AUG1913,80.15
28AUG1913,81.33
29AUG1913,81.81
02SEP1913,80.94
03SEP1913,80.3
04SEP1913,80.27
05SEP1913,81.13
08SEP1913,81.39
09SEP1913,81.5
10SEP1913,82.12
11SEP1913,82.17
12SEP1913,82.95
15SEP1913,82.81
16SEP1913,83.04
17SEP1913,82.38
18SEP1913,82.53
19SEP1913,82.58
22SEP1913,83.01
23SEP1913,82.72
24SEP1913,82.13
25SEP1913,82.19
26SEP1913,81.96
29SEP1913,81.23
30SEP1913,80.37
01OCT1913,80.79
02OCT1913,81.43
03OCT1913,80.79
06OCT1913,79.82
07OCT1913,79.89
08OCT1913,79.17
09OCT1913,79.27
10OCT1913,79.07
14OCT1913,77.64
15OCT1913,77.85
16OCT1913,77.09
17OCT1913,77.37
20OCT1913,78.06
21OCT1913,79.6
22OCT1913,79.02
23OCT1913,78.4
24OCT1913,78.61
27OCT1913,79.38
28OCT1913,78.94
29OCT1913,79.13
30OCT1913,78.6
31OCT1913,78.3
03NOV1913,77.76
05NOV1913,78.11
06NOV1913,77.33
07NOV1913,77.04
10NOV1913,75.94
11NOV1913,76.36
12NOV1913,76.96
13NOV1913,76.86
14NOV1913,77.25
17NOV1913,77.07
18NOV1913,77.25
19NOV1913,76.94
20NOV1913,76.48
21NOV1913,76.18
24NOV1913,76.11
25NOV1913,76.86
26NOV1913,76.68
28NOV1913,76.21
01DEC1913,75.77
02DEC1913,76.23
03DEC1913,76.83
04DEC1913,77.01
05DEC1913,76.89
08DEC1913,76.87
09DEC1913,75.97
10DEC1913,76.17
11DEC1913,76.26
12DEC1913,75.59
15DEC1913,75.27
16DEC1913,75.69
17DEC1913,75.78
18DEC1913,75.78
19DEC1913,76.71
22DEC1913,78.06
23DEC1913,78.11
24DEC1913,78.34
26DEC1913,78.85
29DEC1913,78.48
30DEC1913,78.26
31DEC1913,78.78
02JAN1914,78.59
05JAN1914,79
06JAN1914,79.26
07JAN1914,79.17
08JAN1914,78.81
09JAN1914,79.06
12JAN1914,79.29
13JAN1914,79.62
14JAN1914,80.64
15JAN1914,80.95
16JAN1914,80.81
19JAN1914,81.21
20JAN1914,81.01
21JAN1914,81.92
22JAN1914,82.66
23JAN1914,82.7
26JAN1914,82.88
27JAN1914,82.68
28JAN1914,82.12
29JAN1914,81.72
30JAN1914,82.8
02FEB1914,82.55
03FEB1914,83.19
04FEB1914,82.9
05FEB1914,82.85
06FEB1914,82.34
09FEB1914,82.44
10FEB1914,82.36
11FEB1914,82.5
13FEB1914,82.84
16FEB1914,82.6
17FEB1914,82.48
18FEB1914,82.69
19FEB1914,82.65
20FEB1914,82.78
24FEB1914,82.34
25FEB1914,81.31
26FEB1914,81.47
27FEB1914,82
02MAR1914,81.66
03MAR1914,81.72
04MAR1914,82.19
05MAR1914,81.75
06MAR1914,81.12
09MAR1914,81.36
10MAR1914,81.94
11MAR1914,81.57
12MAR1914,81.2
13MAR1914,81.64
16MAR1914,81.68
17MAR1914,82.32
18MAR1914,82.32
19MAR1914,82.54
20MAR1914,83.43
23MAR1914,83.19
24MAR1914,83.1
25MAR1914,82.57
26MAR1914,82.31
27MAR1914,81.83
30MAR1914,81.64
31MAR1914,82.39
01APR1914,82.46
02APR1914,82.47
03APR1914,82.11
06APR1914,82.18
07APR1914,82.18
08APR1914,81.92
09APR1914,81.56
13APR1914,81.05
14APR1914,80.55
15APR1914,80
16APR1914,79.9
17APR1914,79.72
20APR1914,78.88
21APR1914,79.35
22APR1914,79.52
23APR1914,78.73
24APR1914,77.52
27APR1914,77.82
28APR1914,78.79
29APR1914,78.61
30APR1914,79.12
01MAY1914,80.11
04MAY1914,79.89
05MAY1914,79.89
06MAY1914,79.78
07MAY1914,79.85
08MAY1914,79.16
11MAY1914,80.03
12MAY1914,80.1
13MAY1914,80.05
14MAY1914,81.05
15MAY1914,81.11
18MAY1914,81.36
19MAY1914,81.66
20MAY1914,81.46
21MAY1914,80.89
22MAY1914,80.85
25MAY1914,81.23
26MAY1914,81.25
27MAY1914,81.56
28MAY1914,81.55
29MAY1914,81.57
01JUN1914,80.98
02JUN1914,80.5
03JUN1914,80.82
04JUN1914,81.17
05JUN1914,81.19
08JUN1914,81.64
09JUN1914,81.81
10JUN1914,81.84
11JUN1914,81.61
12JUN1914,81.76
15JUN1914,81.46
16JUN1914,81.28
17JUN1914,81.03
18JUN1914,81.25
19JUN1914,81.33
22JUN1914,81.58
23JUN1914,81.19
24JUN1914,80.23
25JUN1914,79.3
26JUN1914,80.06
29JUN1914,80
30JUN1914,80.66
01JUL1914,80.33
02JUL1914,80.64
03JUL1914,81.27
06JUL1914,81.4
07JUL1914,81.6
08JUL1914,81.79
09JUL1914,81.61
10JUL1914,81.3
13JUL1914,80.86
14JUL1914,81.11
15JUL1914,80.34
16JUL1914,80.43
17JUL1914,80.41
20JUL1914,80.41
21JUL1914,80.76
22JUL1914,80.83
23JUL1914,80.52
24JUL1914,79.71
27JUL1914,79.07
28JUL1914,76.28
29JUL1914,76.72
30JUL1914,71.42
14DEC1914,56.76
15DEC1914,55.07
16DEC1914,55.35
17DEC1914,55.36
18DEC1914,55.09
21DEC1914,54.46
22DEC1914,54.42
23DEC1914,53.46
24DEC1914,53.17
28DEC1914,54.55
29DEC1914,54.58
30DEC1914,54.55
31DEC1914,54.58
04JAN1915,55.44
05JAN1915,55.5
06JAN1915,55.4
07JAN1915,56.08
08JAN1915,56.55
11JAN1915,57.37
12JAN1915,57.44
13JAN1915,57.35
14JAN1915,57.51
15JAN1915,57.9
18JAN1915,58.12
19JAN1915,58.11
20JAN1915,58.42
21JAN1915,58.51
22JAN1915,58.21
25JAN1915,58.06
26JAN1915,58.24
27JAN1915,57.07
28JAN1915,57.25
29JAN1915,56.54
01FEB1915,55.59
02FEB1915,57.26
03FEB1915,56.9
04FEB1915,56.83
05FEB1915,56.16
08FEB1915,56.31
09FEB1915,56.85
10FEB1915,57.05
11FEB1915,57.83
15FEB1915,57.02
16FEB1915,56.64
17FEB1915,55.7
18FEB1915,55.53
19FEB1915,55.38
23FEB1915,54.4
24FEB1915,54.22
25FEB1915,54.61
26FEB1915,55.02
01MAR1915,55.29
02MAR1915,55.66
03MAR1915,55.88
04MAR1915,56
05MAR1915,56.51
08MAR1915,56.98
09MAR1915,56.88
10MAR1915,56.66
11MAR1915,56.86
12MAR1915,56.66
15MAR1915,56.7
16MAR1915,56.59
17MAR1915,56.67
18MAR1915,56.57
19MAR1915,56.98
22MAR1915,58.1
23MAR1915,59.1
24MAR1915,59.26
25MAR1915,59.25
26MAR1915,59.51
29MAR1915,60.13
30MAR1915,61.3
31MAR1915,60.83
01APR1915,61.05
05APR1915,62.29
06APR1915,62.78
07APR1915,62.55
08APR1915,63.15
09APR1915,65.02
12APR1915,64.66
13APR1915,65.54
14APR1915,66.14
15APR1915,67.42
16APR1915,69.36
19APR1915,67.86
20APR1915,68.64
21APR1915,68.43
22APR1915,68.2
23APR1915,68.65
26APR1915,68.97
27APR1915,68.9
28APR1915,70.22
29APR1915,70.95
30APR1915,71.78
03MAY1915,69.54
04MAY1915,69.58
05MAY1915,67.53
06MAY1915,68.23
07MAY1915,65.13
10MAY1915,62.06
11MAY1915,64.64
12MAY1915,64.46
13MAY1915,63.01
14MAY1915,60.38
17MAY1915,63.41
18MAY1915,62.7
19MAY1915,63.08
20MAY1915,63.68
21MAY1915,64.88
24MAY1915,65.46
25MAY1915,64.79
26MAY1915,64.42
27MAY1915,64.95
28MAY1915,65.01
01JUN1915,64.86
02JUN1915,65.72
03JUN1915,67.75
04JUN1915,67.71
07JUN1915,69.21
08JUN1915,68.92
09JUN1915,67.27
10JUN1915,69.02
11JUN1915,70.55
14JUN1915,70.93
15JUN1915,71.05
16JUN1915,71.3
17JUN1915,71.16
18JUN1915,70.98
21JUN1915,71.83
22JUN1915,71.9
23JUN1915,71.28
24JUN1915,69.78
25JUN1915,70.23
28JUN1915,70.74
29JUN1915,70.08
30JUN1915,70.06
01JUL1915,69.85
02JUL1915,69.98
06JUL1915,69.87
07JUL1915,68.85
08JUL1915,68.65
09JUL1915,67.88
12JUL1915,70.05
13JUL1915,70.26
14JUL1915,70.8
15JUL1915,71.5
16JUL1915,71.78
19JUL1915,70.84
20JUL1915,71
21JUL1915,72.05
22JUL1915,73.82
23JUL1915,74.1
26JUL1915,74.6
27JUL1915,74.83
28JUL1915,75.53
29JUL1915,75.79
30JUL1915,75.53
02AUG1915,76.46
03AUG1915,76.71
04AUG1915,77.33
05AUG1915,77.21
06AUG1915,77.21
09AUG1915,77.7
10AUG1915,77.86
11AUG1915,77.45
12AUG1915,78.14
13AUG1915,78.38
16AUG1915,81.28
17AUG1915,81.78
18AUG1915,81.86
19AUG1915,80.31
20AUG1915,79.31
23AUG1915,76.88
24AUG1915,79.07
25AUG1915,80.65
26AUG1915,81.12
27AUG1915,81.88
30AUG1915,81.7
31AUG1915,81.2
01SEP1915,81.79
02SEP1915,81.03
03SEP1915,80.7
07SEP1915,81.02
08SEP1915,81.16
09SEP1915,81.88
10SEP1915,80.96
13SEP1915,81.4
14SEP1915,81.51
15SEP1915,81.91
16SEP1915,81.71
17SEP1915,82.54
20SEP1915,84.26
21SEP1915,84.83
22SEP1915,85.88
23SEP1915,85.55
24SEP1915,86.48
27SEP1915,89.2
28SEP1915,89.73
29SEP1915,89.9
30SEP1915,90.58
01OCT1915,90.88
04OCT1915,90.98
05OCT1915,89.16
06OCT1915,88.23
07OCT1915,90.2
08OCT1915,90.5
11OCT1915,92.37
13OCT1915,93.63
14OCT1915,92.76
15OCT1915,92.56
18OCT1915,94.61
19OCT1915,93.38
20OCT1915,94.61
21OCT1915,95.35
22OCT1915,96.46
25OCT1915,95.88
26OCT1915,95.81
27OCT1915,94.72
28OCT1915,93.34
29OCT1915,95.34
01NOV1915,95.16
03NOV1915,94.76
04NOV1915,96.06
05NOV1915,94.81
08NOV1915,92.8
09NOV1915,91.08
10NOV1915,92.18
11NOV1915,93.64
12NOV1915,94.71
15NOV1915,95.05
16NOV1915,96.33
17NOV1915,96.18
18NOV1915,95.48
19NOV1915,95.27
22NOV1915,95.45
23NOV1915,95.87
24NOV1915,97.18
26NOV1915,97.28
29NOV1915,97.56
30NOV1915,96.71
01DEC1915,95.9
02DEC1915,94.78
03DEC1915,95.91
06DEC1915,97.86
07DEC1915,97.71
08DEC1915,98.45
09DEC1915,97.18
10DEC1915,96.13
13DEC1915,95.96
14DEC1915,98.3
15DEC1915,98.18
16DEC1915,96.57
17DEC1915,97.4
20DEC1915,97.7
21DEC1915,97.66
22DEC1915,97.98
23DEC1915,98.25
24DEC1915,98.36
27DEC1915,99.21
28DEC1915,99.16
29DEC1915,97.96
30DEC1915,98.2
31DEC1915,99.15
03JAN1916,98.81
04JAN1916,97.72
05JAN1916,97.41
06JAN1916,96.44
07JAN1916,97.34
10JAN1916,95.69
11JAN1916,94.07
12JAN1916,95.31
13JAN1916,94.71
14JAN1916,96.47
17JAN1916,96.63
18JAN1916,96.16
19JAN1916,95.25
20JAN1916,93.6
21JAN1916,94.78
24JAN1916,93.87
25JAN1916,94.24
26JAN1916,93.49
27JAN1916,92.99
28JAN1916,93.25
31JAN1916,90.58
01FEB1916,91.93
02FEB1916,93.69
03FEB1916,94.4
04FEB1916,93.19
07FEB1916,94.96
08FEB1916,94.91
09FEB1916,95.86
10FEB1916,96.1
11FEB1916,96.15
14FEB1916,95.28
15FEB1916,95.26
16FEB1916,94.5
17FEB1916,94.11
18FEB1916,94.35
21FEB1916,94.36
23FEB1916,94.35
24FEB1916,93.37
25FEB1916,93.85
28FEB1916,90.89
29FEB1916,91.03
01MAR1916,90.69
02MAR1916,90.52
03MAR1916,91.71
06MAR1916,92.93
07MAR1916,92.58
08MAR1916,92.58
09MAR1916,93.5
10MAR1916,93.11
13MAR1916,94.75
14MAR1916,95.4
15MAR1916,95.76
16MAR1916,96.08
17MAR1916,96
20MAR1916,93.6
21MAR1916,93.58
22MAR1916,93.97
23MAR1916,93.76
24MAR1916,93.65
27MAR1916,93.57
28MAR1916,93.81
29MAR1916,93.36
30MAR1916,92.73
31MAR1916,93.25
03APR1916,94.13
04APR1916,93.97
05APR1916,94.12
06APR1916,94.46
07APR1916,93.38
10APR1916,94.22
11APR1916,93.77
12APR1916,93.28
13APR1916,91.28
14APR1916,91.63
17APR1916,91.08
18APR1916,90.65
19APR1916,88.46
20APR1916,88.11
24APR1916,87
25APR1916,88.12
26APR1916,87.23
27APR1916,88.78
28APR1916,89.65
01MAY1916,90.3
02MAY1916,89.02
03MAY1916,88.61
04MAY1916,87.71
05MAY1916,88.51
08MAY1916,90.36
09MAY1916,89.71
10MAY1916,89.78
11MAY1916,90.08
12MAY1916,90.94
15MAY1916,92.43
16MAY1916,92.01
17MAY1916,91.51
18MAY1916,92.05
19MAY1916,91.76
22MAY1916,92.06
23MAY1916,92.1
24MAY1916,92.37
25MAY1916,92.62
26MAY1916,92.29
29MAY1916,91.95
31MAY1916,91.8
01JUN1916,91.87
02JUN1916,91.22
05JUN1916,92.19
06JUN1916,91.73
07JUN1916,91.84
08JUN1916,92.01
09JUN1916,92.78
12JUN1916,93.61
13JUN1916,93.19
14JUN1916,93.33
15JUN1916,93.33
16JUN1916,92.49
19JUN1916,90
20JUN1916,90.57
21JUN1916,90.03
22JUN1916,89.54
23JUN1916,88.88
26JUN1916,87.68
27JUN1916,88.43
28JUN1916,88.29
29JUN1916,89.51
30JUN1916,89.58
03JUL1916,89.37
05JUL1916,90.53
06JUL1916,90.4
07JUL1916,89.71
10JUL1916,88.6
11JUL1916,87.63
12JUL1916,87.63
13JUL1916,86.4
14JUL1916,86.95
17JUL1916,87.15
18JUL1916,87.25
19JUL1916,88.1
20JUL1916,89
21JUL1916,89.03
24JUL1916,89.1
25JUL1916,88.83
26JUL1916,88.13
27JUL1916,88
28JUL1916,88.35
31JUL1916,89.25
01AUG1916,89.05
02AUG1916,88.34
03AUG1916,88.83
04AUG1916,88.41
07AUG1916,88.88
08AUG1916,88.15
09AUG1916,90.26
10AUG1916,90.05
11AUG1916,90.32
14AUG1916,90.75
15AUG1916,91.48
16AUG1916,91.91
17AUG1916,92.08
18AUG1916,92.08
21AUG1916,93.25
22AUG1916,93.83
23AUG1916,93.61
24AUG1916,93.66
25AUG1916,92.9
28AUG1916,92.49
29AUG1916,91.63
30AUG1916,91.32
31AUG1916,92.25
01SEP1916,91.19
05SEP1916,93.36
06SEP1916,94.51
07SEP1916,94.59
08SEP1916,94.63
11SEP1916,95.74
12SEP1916,96.65
13SEP1916,97.71
14SEP1916,98.84
15SEP1916,98.39
18SEP1916,98.51
19SEP1916,98.57
20SEP1916,98.47
21SEP1916,99.55
22SEP1916,100.77
25SEP1916,100.89
26SEP1916,101.39
27SEP1916,101.85
28SEP1916,103.11
29SEP1916,103.73
02OCT1916,103.01
03OCT1916,103.45
04OCT1916,103.41
05OCT1916,104.15
06OCT1916,102.85
09OCT1916,100.23
10OCT1916,101.35
11OCT1916,99.98
13OCT1916,98.94
16OCT1916,101.42
17OCT1916,102.42
18OCT1916,102.35
19OCT1916,102.55
20OCT1916,103.68
23OCT1916,105.17
24OCT1916,105.15
25OCT1916,104.57
26OCT1916,104.56
27OCT1916,105.28
30OCT1916,104.3
31OCT1916,104.61
01NOV1916,105.9
02NOV1916,105.7
03NOV1916,106.28
06NOV1916,107.21
08NOV1916,106.83
09NOV1916,107.68
10NOV1916,107.65
13NOV1916,105.63
14NOV1916,107.04
15NOV1916,107.72
16NOV1916,108.48
17NOV1916,109.62
20NOV1916,110.1
21NOV1916,110.15
22NOV1916,108.65
23NOV1916,107.48
24NOV1916,109.07
27NOV1916,108.23
28NOV1916,107.01
29NOV1916,105.97
01DEC1916,106.17
04DEC1916,106.2
05DEC1916,106.43
06DEC1916,106.76
07DEC1916,106.43
08DEC1916,106.51
11DEC1916,104.67
12DEC1916,100.35
13DEC1916,102.61
14DEC1916,98.23
15DEC1916,97.93
18DEC1916,98.07
19DEC1916,97.76
20DEC1916,95.26
21DEC1916,90.16
22DEC1916,95.09
26DEC1916,96.1
27DEC1916,95.63
28DEC1916,94.01
29DEC1916,95
02JAN1917,96.15
03JAN1917,99.18
04JAN1917,97.15
05JAN1917,96.16
08JAN1917,96.4
09JAN1917,97.64
10JAN1917,95.7
11JAN1917,96.02
12JAN1917,95.75
15JAN1917,95.59
16JAN1917,97.55
17JAN1917,96.6
18JAN1917,97.5
19JAN1917,97.35
22JAN1917,96.6
23JAN1917,96.26
24JAN1917,96.66
25JAN1917,97.41
26JAN1917,97.36
29JAN1917,95.78
30JAN1917,95.83
31JAN1917,95.43
01FEB1917,88.52
02FEB1917,87.01
05FEB1917,92.03
06FEB1917,92.81
07FEB1917,92.19
08FEB1917,90.94
09FEB1917,90.2
13FEB1917,92.37
14FEB1917,91.86
15FEB1917,91.65
16FEB1917,91.81
19FEB1917,93.66
20FEB1917,94.91
21FEB1917,93.97
23FEB1917,92.56
26FEB1917,93.35
27FEB1917,92.68
28FEB1917,91.56
01MAR1917,91.1
02MAR1917,92.82
05MAR1917,95.04
06MAR1917,95.3
07MAR1917,95.3
08MAR1917,95.28
09MAR1917,96.46
12MAR1917,95.03
13MAR1917,95.05
14MAR1917,95.16
15MAR1917,95.63
16MAR1917,95.65
19MAR1917,96.97
20MAR1917,98.2
21MAR1917,97.61
22MAR1917,96.78
23MAR1917,97.27
26MAR1917,96.32
27MAR1917,96.46
28MAR1917,97.01
29MAR1917,96.75
30MAR1917,96.72
02APR1917,97.06
03APR1917,96.34
04APR1917,95.83
05APR1917,94.61
09APR1917,92.41
10APR1917,91.2
11APR1917,92.82
12APR1917,93.1
13APR1917,93.18
16APR1917,92.21
17APR1917,91.87
18APR1917,91.63
19APR1917,91.83
20APR1917,90.84
23APR1917,90.96
24APR1917,90.66
25APR1917,92.98
26APR1917,93.06
27APR1917,93.1
30APR1917,93.23
01MAY1917,93.42
02MAY1917,92.48
03MAY1917,90.98
04MAY1917,90.45
07MAY1917,91.2
08MAY1917,90.22
09MAY1917,89.08
10MAY1917,90.41
11MAY1917,89.77
14MAY1917,90.78
15MAY1917,90.19
16MAY1917,92.26
17MAY1917,92.75
18MAY1917,91.96
21MAY1917,93.47
22MAY1917,94.09
23MAY1917,94.26
24MAY1917,95.2
25MAY1917,96.76
28MAY1917,97.2
29MAY1917,97.41
31MAY1917,97.38
01JUN1917,97.89
04JUN1917,97
06JUN1917,98.43
07JUN1917,98.16
08JUN1917,98.58
11JUN1917,97.86
12JUN1917,97.52
13JUN1917,98.31
14JUN1917,97.95
15JUN1917,97.22
18JUN1917,94.89
19JUN1917,95.36
20JUN1917,94.78
21JUN1917,95.77
22JUN1917,96.63
25JUN1917,97.57
26JUN1917,96.81
27JUN1917,95.98
28JUN1917,95.41
29JUN1917,95.38
02JUL1917,95.23
03JUL1917,95.31
05JUL1917,93.57
06JUL1917,93.9
09JUL1917,93.64
10JUL1917,93.1
11JUL1917,94.14
12JUL1917,93.64
13JUL1917,92.33
16JUL1917,91.38
17JUL1917,91.95
18JUL1917,91.05
19JUL1917,90.48
20JUL1917,91.59
23JUL1917,91.61
24JUL1917,91.26
25JUL1917,91.24
26JUL1917,91.42
27JUL1917,91.75
30JUL1917,92.13
31JUL1917,91.75
01AUG1917,92.26
02AUG1917,92.87
03AUG1917,92.96
06AUG1917,93.85
07AUG1917,93.3
08AUG1917,91.47
09AUG1917,92.23
10AUG1917,91.9
13AUG1917,92.65
14AUG1917,91.69
15AUG1917,92.1
16AUG1917,91.44
17AUG1917,91.61
20AUG1917,91.27
21AUG1917,90.75
22AUG1917,89.16
23AUG1917,88.15
24AUG1917,88.91
27AUG1917,88.4
28AUG1917,86.12
29AUG1917,85.95
30AUG1917,84.51
31AUG1917,83.4
04SEP1917,81.2
05SEP1917,83.66
06SEP1917,83.42
07SEP1917,83.49
10SEP1917,83.88
11SEP1917,83.51
12SEP1917,82.19
13SEP1917,83.14
14SEP1917,83.44
17SEP1917,81.55
18SEP1917,81.63
19SEP1917,84.01
20SEP1917,84.82
21SEP1917,85.23
24SEP1917,85.7
25SEP1917,86.02
26SEP1917,84.61
27SEP1917,84.6
28SEP1917,83.46
01OCT1917,83.58
02OCT1917,83.49
03OCT1917,82.45
04OCT1917,80.62
05OCT1917,81.75
08OCT1917,80.48
09OCT1917,79.26
10OCT1917,77.32
11OCT1917,77.83
15OCT1917,75.13
16OCT1917,77.08
17OCT1917,76.11
18OCT1917,77.85
19OCT1917,78.21
22OCT1917,79.06
23OCT1917,78.5
24OCT1917,78.3
25OCT1917,77.68
26OCT1917,77.35
29OCT1917,76.28
30OCT1917,75.53
31OCT1917,74.5
01NOV1917,71.41
02NOV1917,72.52
05NOV1917,69.93
07NOV1917,71.54
08NOV1917,68.58
09NOV1917,69.36
12NOV1917,70.65
13NOV1917,70.35
14NOV1917,69.15
15NOV1917,69.1
16NOV1917,69.75
19NOV1917,71.51
20NOV1917,72.8
21NOV1917,73.57
22NOV1917,72.95
23NOV1917,74.23
26NOV1917,74.03
27NOV1917,73.8
28NOV1917,73.25
30NOV1917,72.65
03DEC1917,72.55
04DEC1917,70.72
05DEC1917,71.68
06DEC1917,71.01
07DEC1917,70.29
10DEC1917,70.49
11DEC1917,68.78
12DEC1917,67.3
13DEC1917,66.96
14DEC1917,68.65
17DEC1917,67.08
18DEC1917,67.31
19DEC1917,65.95
20DEC1917,67.13
21DEC1917,68.25
24DEC1917,69.29
26DEC1917,68.33
27DEC1917,70.49
28DEC1917,72.13
31DEC1917,74.38
02JAN1918,76.68
03JAN1918,76.18
04JAN1918,75.56
07JAN1918,74.86
08JAN1918,74.63
09JAN1918,75.61
10JAN1918,76.33
11JAN1918,75
14JAN1918,73.48
15JAN1918,73.38
16JAN1918,74.6
17JAN1918,74.48
18JAN1918,74.55
21JAN1918,76.11
22JAN1918,75.75
23JAN1918,75.43
24JAN1918,75.92
25JAN1918,76.5
29JAN1918,77.13
30JAN1918,76.98
31JAN1918,79.8
01FEB1918,79.28
05FEB1918,79.28
06FEB1918,78.93
07FEB1918,77.78
08FEB1918,78.44
13FEB1918,78.73
14FEB1918,78.71
15FEB1918,79.96
18FEB1918,81.53
19FEB1918,82.08
20FEB1918,81.28
21FEB1918,80.53
25FEB1918,79.17
26FEB1918,80.65
27FEB1918,80.5
28FEB1918,80.39
01MAR1918,79.93
04MAR1918,79.01
05MAR1918,79.5
06MAR1918,79.2
07MAR1918,79.53
08MAR1918,79.5
