date,dji
17AUG1964,840.21
18AUG1964,842.83
19AUG1964,841.76
20AUG1964,838.71
21AUG1964,838.62
24AUG1964,837.31
25AUG1964,832.2
26AUG1964,829.21
27AUG1964,835.25
28AUG1964,839.09
31AUG1964,838.48
01SEP1964,844
02SEP1964,845.08
03SEP1964,846.02
04SEP1964,848.31
08SEP1964,851.91
09SEP1964,855.57
10SEP1964,859.5
11SEP1964,867.13
14SEP1964,866.24
15SEP1964,862.54
16SEP1964,864.18
17SEP1964,868.67
18SEP1964,865.12
21SEP1964,871.58
22SEP1964,872.47
23SEP1964,871.95
24SEP1964,872.98
25SEP1964,874.71
28SEP1964,875.46
29SEP1964,875.74
30SEP1964,875.37
01OCT1964,872
02OCT1964,872.65
05OCT1964,877.15
06OCT1964,875.14
07OCT1964,873.78
08OCT1964,874.9
09OCT1964,878.08
12OCT1964,877.57
13OCT1964,876.21
14OCT1964,875.18
15OCT1964,868.44
16OCT1964,873.54
19OCT1964,876.21
20OCT1964,881.5
21OCT1964,879.72
22OCT1964,877.01
23OCT1964,877.62
26OCT1964,877.01
27OCT1964,875.98
28OCT1964,871.16
29OCT1964,871.86
30OCT1964,873.08
02NOV1964,875.51
04NOV1964,873.82
05NOV1964,873.54
06NOV1964,876.87
09NOV1964,874.57
10NOV1964,870.64
11NOV1964,873.59
12NOV1964,874.62
13NOV1964,874.11
16NOV1964,880.1
17NOV1964,885.39
18NOV1964,891.71
19NOV1964,888.71
20NOV1964,890.72
23NOV1964,889.29
24NOV1964,887.61
25NOV1964,882.4
27NOV1964,882.12
30NOV1964,875.43
01DEC1964,864.43
02DEC1964,867.16
03DEC1964,870.79
04DEC1964,870.93
07DEC1964,873.99
08DEC1964,870.69
09DEC1964,863.81
10DEC1964,863.14
11DEC1964,864.34
14DEC1964,860.65
15DEC1964,857.45
16DEC1964,860.08
17DEC1964,863.57
18DEC1964,868.73
21DEC1964,869.74
22DEC1964,870.36
23DEC1964,868.02
24DEC1964,868.16
28DEC1964,867.01
29DEC1964,862.18
30DEC1964,868.69
31DEC1964,874.13
04JAN1965,869.78
05JAN1965,875.86
06JAN1965,879.68
07JAN1965,884.36
08JAN1965,882.6
11JAN1965,883.22
12JAN1965,885.89
13JAN1965,886.85
14JAN1965,887.18
15JAN1965,891.15
18JAN1965,895.21
19JAN1965,896.27
20JAN1965,895.31
21JAN1965,893.26
22JAN1965,893.59
25JAN1965,896.46
26JAN1965,897.84
27JAN1965,899.52
28JAN1965,900.95
29JAN1965,902.86
01FEB1965,903.68
02FEB1965,903.77
03FEB1965,906.3
04FEB1965,904.06
05FEB1965,901.57
08FEB1965,897.89
09FEB1965,901.24
10FEB1965,892.92
11FEB1965,881.88
12FEB1965,888.47
15FEB1965,885.32
16FEB1965,881.35
17FEB1965,882.93
18FEB1965,883.69
19FEB1965,885.61
23FEB1965,891.96
24FEB1965,897.84
25FEB1965,899.9
26FEB1965,903.48
01MAR1965,899.76
02MAR1965,901.91
03MAR1965,900.76
04MAR1965,897.75
05MAR1965,895.98
08MAR1965,896.84
09MAR1965,894.07
10MAR1965,892.39
11MAR1965,896.51
12MAR1965,900.33
15MAR1965,899.85
16MAR1965,898.9
17MAR1965,899.37
18MAR1965,896.55
19MAR1965,895.79
22MAR1965,896.12
23MAR1965,898.69
24MAR1965,900.56
25MAR1965,898.34
26MAR1965,891.66
29MAR1965,887.82
30MAR1965,889.05
31MAR1965,889.05
01APR1965,890.33
02APR1965,893.38
05APR1965,893.23
06APR1965,891.9
07APR1965,892.94
08APR1965,897.9
09APR1965,901.29
12APR1965,906.36
13APR1965,908.01
14APR1965,912.86
15APR1965,911.91
19APR1965,912.76
20APR1965,911.96
21APR1965,910.71
22APR1965,915.06
23APR1965,916.41
26APR1965,916.86
27APR1965,918.16
28APR1965,918.86
29APR1965,918.71
30APR1965,922.31
03MAY1965,922.11
04MAY1965,928.22
05MAY1965,932.22
06MAY1965,933.52
07MAY1965,932.52
10MAY1965,931.47
11MAY1965,930.92
12MAY1965,934.17
13MAY1965,938.87
14MAY1965,939.62
17MAY1965,930.67
18MAY1965,930.62
19MAY1965,932.12
20MAY1965,927.27
21MAY1965,922.01
24MAY1965,914.21
25MAY1965,921
26MAY1965,917.16
27MAY1965,913.22
28MAY1965,918.04
01JUN1965,908.53
02JUN1965,904.06
03JUN1965,899.22
04JUN1965,900.87
07JUN1965,902.15
08JUN1965,889.05
09JUN1965,879.84
10JUN1965,876.49
11JUN1965,881.7
14JUN1965,868.71
15JUN1965,874.57
16JUN1965,878.07
17JUN1965,883.06
18JUN1965,879.17
21JUN1965,874.12
22JUN1965,875.43
23JUN1965,870.22
24JUN1965,857.76
25JUN1965,854.36
28JUN1965,840.59
29JUN1965,851.4
30JUN1965,868.03
01JUL1965,871.59
02JUL1965,875.16
06JUL1965,873.18
07JUL1965,870.77
08JUL1965,877.85
09JUL1965,879.49
12JUL1965,877.96
13JUL1965,876.97
14JUL1965,883.23
15JUL1965,880.98
16JUL1965,880.43
19JUL1965,880.26
20JUL1965,868.79
21JUL1965,865.01
22JUL1965,861.77
23JUL1965,863.97
26JUL1965,867.26
27JUL1965,863.53
28JUL1965,867.92
29JUL1965,874.23
30JUL1965,881.74
02AUG1965,881.85
03AUG1965,881.2
04AUG1965,883.88
05AUG1965,881.63
06AUG1965,882.51
09AUG1965,879.77
10AUG1965,878.89
11AUG1965,881.47
12AUG1965,881.96
13AUG1965,888.82
16AUG1965,891.13
17AUG1965,894.26
18AUG1965,894.37
19AUG1965,891.79
20AUG1965,889.92
23AUG1965,887.07
24AUG1965,887.12
25AUG1965,890.85
26AUG1965,896.18
27AUG1965,895.96
30AUG1965,895.63
31AUG1965,893.1
01SEP1965,893.6
02SEP1965,900.4
03SEP1965,907.97
07SEP1965,910.11
08SEP1965,913.68
09SEP1965,917.47
10SEP1965,918.95
13SEP1965,920.92
14SEP1965,916.59
15SEP1965,922.95
16SEP1965,931.18
17SEP1965,928.99
20SEP1965,931.18
21SEP1965,926.52
22SEP1965,931.62
23SEP1965,927.45
24SEP1965,929.54
27SEP1965,937.88
28SEP1965,935.85
29SEP1965,932.39
30SEP1965,930.58
01OCT1965,929.65
04OCT1965,930.86
05OCT1965,938.7
06OCT1965,936.84
07OCT1965,934.42
08OCT1965,938.32
11OCT1965,942.65
12OCT1965,941.12
13OCT1965,941.01
14OCT1965,937.5
15OCT1965,940.68
18OCT1965,945.84
19OCT1965,947.76
20OCT1965,948.47
21OCT1965,950.28
22OCT1965,952.42
25OCT1965,948.14
26OCT1965,956.32
27OCT1965,959.5
28OCT1965,959.11
29OCT1965,960.82
01NOV1965,958.96
03NOV1965,961.13
04NOV1965,961.85
05NOV1965,959.46
08NOV1965,953.95
09NOV1965,951.72
10NOV1965,951.22
11NOV1965,953.28
12NOV1965,956.29
15NOV1965,955.9
16NOV1965,956.51
17NOV1965,956.57
18NOV1965,950.5
19NOV1965,952.72
22NOV1965,946.38
23NOV1965,948.94
24NOV1965,948.94
26NOV1965,948.16
29NOV1965,946.93
30NOV1965,946.71
01DEC1965,947.6
02DEC1965,944.59
03DEC1965,946.1
06DEC1965,939.53
07DEC1965,951.33
08DEC1965,946.6
09DEC1965,949.55
10DEC1965,952.72
13DEC1965,951.55
14DEC1965,954.06
15DEC1965,958.74
16DEC1965,959.13
17DEC1965,957.85
20DEC1965,952.22
21DEC1965,959.46
22DEC1965,965.86
23DEC1965,966.36
27DEC1965,959.79
28DEC1965,957.96
29DEC1965,960.3
30DEC1965,963.69
31DEC1965,969.26
03JAN1966,968.54
04JAN1966,969.26
05JAN1966,981.62
06JAN1966,985.46
07JAN1966,986.13
10JAN1966,985.41
11JAN1966,986.85
12JAN1966,983.96
13JAN1966,985.69
14JAN1966,987.3
17JAN1966,989.75
18JAN1966,994.2
19JAN1966,991.14
20JAN1966,987.8
21JAN1966,988.14
24JAN1966,991.42
25JAN1966,991.64
26JAN1966,990.92
27JAN1966,990.36
28JAN1966,985.35
31JAN1966,983.51
01FEB1966,975.89
02FEB1966,982.29
03FEB1966,981.23
04FEB1966,986.35
07FEB1966,989.69
08FEB1966,991.03
09FEB1966,995.15
10FEB1966,990.81
11FEB1966,989.03
14FEB1966,987.69
15FEB1966,981.57
16FEB1966,982.4
17FEB1966,975.27
18FEB1966,975.22
21FEB1966,966.48
23FEB1966,960.13
24FEB1966,950.66
25FEB1966,953
28FEB1966,951.89
01MAR1966,938.19
02MAR1966,932.01
03MAR1966,936.35
04MAR1966,932.34
07MAR1966,917.76
08MAR1966,919.98
09MAR1966,929.84
10MAR1966,929.23
11MAR1966,927.95
14MAR1966,917.09
15MAR1966,911.08
16MAR1966,916.03
17MAR1966,919.32
18MAR1966,922.88
21MAR1966,929.17
22MAR1966,934.52
23MAR1966,929
24MAR1966,928.61
25MAR1966,929.95
28MAR1966,932.62
29MAR1966,929.39
30MAR1966,919.76
31MAR1966,924.77
01APR1966,931.29
04APR1966,937.86
05APR1966,944.71
06APR1966,945.26
07APR1966,945.76
11APR1966,942.42
12APR1966,937.24
13APR1966,938.36
14APR1966,945.48
15APR1966,947.77
18APR1966,941.98
19APR1966,941.64
20APR1966,951.28
21APR1966,954.73
22APR1966,949.83
25APR1966,950.55
26APR1966,947.21
27APR1966,944.54
28APR1966,937.41
29APR1966,933.68
02MAY1966,931.95
03MAY1966,921.77
04MAY1966,914.86
05MAY1966,899.77
06MAY1966,902.83
09MAY1966,886.8
10MAY1966,895.48
11MAY1966,895.43
12MAY1966,885.57
13MAY1966,876.11
16MAY1966,867.53
17MAY1966,864.14
18MAY1966,878.5
19MAY1966,872.99
20MAY1966,876.89
23MAY1966,882.46
24MAY1966,888.41
25MAY1966,890.42
26MAY1966,891.75
27MAY1966,897.04
31MAY1966,884.07
01JUN1966,883.63
02JUN1966,882.73
03JUN1966,887.86
06JUN1966,881.68
07JUN1966,877.33
08JUN1966,879.34
09JUN1966,882.62
10JUN1966,891.75
13JUN1966,897.6
14JUN1966,903.17
15JUN1966,901.11
16JUN1966,897.16
17JUN1966,894.26
20JUN1966,892.76
21JUN1966,894.98
22JUN1966,901
23JUN1966,896.43
24JUN1966,897.16
27JUN1966,888.97
28JUN1966,880.9
29JUN1966,871.6
30JUN1966,870.1
01JUL1966,877.06
05JUL1966,875.27
06JUL1966,888.86
07JUL1966,891.64
08JUL1966,894.04
11JUL1966,893.09
12JUL1966,886.19
13JUL1966,881.4
14JUL1966,887.8
15JUL1966,889.36
18JUL1966,888.41
19JUL1966,884.07
20JUL1966,874.49
21JUL1966,873.99
22JUL1966,869.15
25JUL1966,852.83
26JUL1966,852.17
27JUL1966,856.23
28JUL1966,854.06
29JUL1966,847.38
01AUG1966,835.18
02AUG1966,832.57
03AUG1966,841.7
04AUG1966,851.5
05AUG1966,852.39
08AUG1966,849.05
09AUG1966,844.82
10AUG1966,838.53
11AUG1966,837.91
12AUG1966,840.53
15AUG1966,834.85
16AUG1966,823.83
17AUG1966,819.59
18AUG1966,810.74
19AUG1966,804.62
22AUG1966,792.03
23AUG1966,790.14
24AUG1966,799.55
25AUG1966,792.37
26AUG1966,780.56
29AUG1966,767.03
30AUG1966,775.72
31AUG1966,788.41
01SEP1966,792.09
02SEP1966,787.69
06SEP1966,782.34
07SEP1966,777.39
08SEP1966,774.88
09SEP1966,775.55
12SEP1966,790.59
13SEP1966,795.48
14SEP1966,806.23
15SEP1966,814.3
16SEP1966,814.3
19SEP1966,810.85
20SEP1966,806.01
21SEP1966,793.59
22SEP1966,797.77
23SEP1966,790.97
26SEP1966,792.7
27SEP1966,794.09
28SEP1966,780.95
29SEP1966,772.66
30SEP1966,774.22
03OCT1966,757.96
04OCT1966,763.19
05OCT1966,755.45
06OCT1966,749.61
07OCT1966,744.32
10OCT1966,754.51
11OCT1966,758.63
12OCT1966,778.17
13OCT1966,772.93
14OCT1966,771.71
17OCT1966,778.89
18OCT1966,791.87
19OCT1966,785.35
20OCT1966,783.68
21OCT1966,787.3
24OCT1966,787.75
25OCT1966,793.09
26OCT1966,801.11
27OCT1966,809.57
28OCT1966,807.96
31OCT1966,807.07
01NOV1966,809.63
02NOV1966,807.29
03NOV1966,804.34
04NOV1966,805.06
07NOV1966,802.22
09NOV1966,809.91
10NOV1966,816.87
11NOV1966,819.09
14NOV1966,813.75
15NOV1966,815.31
16NOV1966,820.87
17NOV1966,816.03
18NOV1966,809.4
21NOV1966,798.16
22NOV1966,794.98
23NOV1966,796.82
25NOV1966,803.34
28NOV1966,801.16
29NOV1966,795.26
30NOV1966,791.59
01DEC1966,789.75
02DEC1966,789.47
05DEC1966,791.59
06DEC1966,797.43
07DEC1966,808.01
08DEC1966,812.8
09DEC1966,813.02
12DEC1966,820.54
13DEC1966,816.7
14DEC1966,817.98
15DEC1966,809.18
16DEC1966,807.18
19DEC1966,798.99
20DEC1966,794.59
21DEC1966,797.43
22DEC1966,801.67
23DEC1966,799.1
27DEC1966,792.2
28DEC1966,788.58
29DEC1966,786.35
30DEC1966,785.69
03JAN1967,786.41
04JAN1967,791.14
05JAN1967,805.51
06JAN1967,808.74
09JAN1967,813.47
10JAN1967,814.14
11JAN1967,822.49
12JAN1967,829.95
13JAN1967,835.13
16JAN1967,833.24
17JAN1967,843.65
18JAN1967,847.49
19JAN1967,846.44
20JAN1967,847.16
23JAN1967,847.72
24JAN1967,847.72
25JAN1967,840.59
26JAN1967,838.7
27JAN1967,844.04
30JAN1967,848.11
31JAN1967,849.89
01FEB1967,848.39
02FEB1967,853.12
03FEB1967,857.46
06FEB1967,855.12
07FEB1967,852.51
08FEB1967,860.97
09FEB1967,857.52
10FEB1967,855.73
13FEB1967,853.34
14FEB1967,856.9
15FEB1967,855.79
16FEB1967,851.56
17FEB1967,850.84
20FEB1967,847.88
21FEB1967,844.1
23FEB1967,846.77
24FEB1967,847.33
27FEB1967,836.64
28FEB1967,839.37
01MAR1967,843.49
02MAR1967,846.71
03MAR1967,846.6
06MAR1967,842.2
07MAR1967,841.76
08MAR1967,843.32
09MAR1967,844.15
10MAR1967,848.5
13MAR1967,844.82
14MAR1967,844.27
15MAR1967,854.06
16MAR1967,868.49
17MAR1967,869.77
20MAR1967,870.43
21MAR1967,866.59
22MAR1967,870.55
23MAR1967,876.67
27MAR1967,873.72
28MAR1967,875.28
29MAR1967,871.1
30MAR1967,869.99
31MAR1967,865.98
03APR1967,859.97
04APR1967,859.19
05APR1967,861.19
06APR1967,861.25
07APR1967,853.34
10APR1967,842.43
11APR1967,847.66
12APR1967,844.65
13APR1967,848.83
14APR1967,859.74
17APR1967,866.59
18APR1967,873
19APR1967,873.94
20APR1967,878.62
21APR1967,883.18
24APR1967,887.53
25APR1967,891.2
26APR1967,889.03
27APR1967,894.82
28APR1967,897.05
01MAY1967,892.93
02MAY1967,891.65
03MAY1967,896.77
04MAY1967,901.95
05MAY1967,905.96
08MAY1967,909.63
09MAY1967,899.89
10MAY1967,894.1
11MAY1967,896.21
12MAY1967,890.03
15MAY1967,882.41
16MAY1967,885.8
17MAY1967,882.24
18MAY1967,877.34
19MAY1967,874.55
22MAY1967,871.05
23MAY1967,868.71
24MAY1967,862.42
25MAY1967,870.71
26MAY1967,870.32
29MAY1967,864.98
31MAY1967,852.56
01JUN1967,864.98
02JUN1967,863.31
05JUN1967,847.77
06JUN1967,862.71
07JUN1967,869.19
08JUN1967,873.2
09JUN1967,874.89
12JUN1967,878.93
13JUN1967,886.15
14JUN1967,880.61
15JUN1967,883.26
16JUN1967,885
19JUN1967,884.54
20JUN1967,880.61
21JUN1967,877.66
22JUN1967,875.69
23JUN1967,877.37
26JUN1967,872.11
27JUN1967,869.39
28JUN1967,868.87
29JUN1967,861.94
30JUN1967,860.26
03JUL1967,859.69
05JUL1967,864.94
06JUL1967,864.02
07JUL1967,869.05
10JUL1967,875.52
11JUL1967,879.45
12JUL1967,878.7
13JUL1967,878.53
14JUL1967,882.05
17JUL1967,882.74
18JUL1967,896.09
19JUL1967,903.32
20JUL1967,908.69
21JUL1967,909.56
24JUL1967,904.53
25JUL1967,901.29
26JUL1967,903.14
27JUL1967,903.14
28JUL1967,901.53
31JUL1967,904.24
01AUG1967,912.97
02AUG1967,922.27
03AUG1967,921.98
04AUG1967,923.77
07AUG1967,920.37
08AUG1967,922.45
09AUG1967,926.72
10AUG1967,925.22
11AUG1967,920.65
14AUG1967,916.32
15AUG1967,919.15
16AUG1967,915.68
17AUG1967,918.23
18AUG1967,919.04
21AUG1967,912.27
22AUG1967,907.48
23AUG1967,905.11
24AUG1967,898.46
25AUG1967,894.07
28AUG1967,894.71
29AUG1967,894.76
30AUG1967,893.72
31AUG1967,901.29
01SEP1967,901.18
05SEP1967,904.13
06SEP1967,906.96
07SEP1967,908.17
08SEP1967,907.54
11SEP1967,909.62
12SEP1967,911.75
13SEP1967,923.77
14SEP1967,929.44
15SEP1967,933.48
18SEP1967,938.74
19SEP1967,930.07
20SEP1967,929.79
21SEP1967,930.48
22SEP1967,934.35
25SEP1967,943.08
26SEP1967,937.18
27SEP1967,933.14
28SEP1967,929.38
29SEP1967,926.66
02OCT1967,921
03OCT1967,924.47
04OCT1967,921.29
05OCT1967,927.13
06OCT1967,928.74
09OCT1967,933.31
10OCT1967,926.61
11OCT1967,920.25
12OCT1967,913.2
13OCT1967,918.17
16OCT1967,908.52
17OCT1967,904.36
18OCT1967,903.49
19OCT1967,903.72
20OCT1967,896.73
23OCT1967,894.65
24OCT1967,888.18
25OCT1967,886.73
26OCT1967,890.89
27OCT1967,888.18
30OCT1967,886.62
31OCT1967,879.74
01NOV1967,867.08
02NOV1967,864.83
03NOV1967,856.62
06NOV1967,855.29
08NOV1967,849.57
09NOV1967,856.97
10NOV1967,862.81
13NOV1967,859.74
14NOV1967,852.4
15NOV1967,855.18
16NOV1967,859.74
17NOV1967,862.11
20NOV1967,857.78
21NOV1967,870.95
22NOV1967,874.02
24NOV1967,877.6
27NOV1967,882.11
28NOV1967,884.88
29NOV1967,883.15
30NOV1967,875.81
01DEC1967,879.16
04DEC1967,883.5
05DEC1967,888.12
06DEC1967,892.28
07DEC1967,892.22
08DEC1967,887.25
11DEC1967,882.05
12DEC1967,881.3
13DEC1967,882.34
14DEC1967,883.44
15DEC1967,880.61
18DEC1967,881.65
19DEC1967,881.36
20DEC1967,886.9
21DEC1967,888.35
22DEC1967,887.37
26DEC1967,888.12
27DEC1967,894.94
28DEC1967,897.83
29DEC1967,905.11
02JAN1968,906.84
03JAN1968,904.13
04JAN1968,899.39
05JAN1968,901.24
08JAN1968,908.92
09JAN1968,908.29
10JAN1968,903.95
11JAN1968,899.79
12JAN1968,898.98
15JAN1968,892.74
16JAN1968,887.14
17JAN1968,883.78
18JAN1968,882.8
19JAN1968,880.32
22JAN1968,871.71
23JAN1968,864.77
24JAN1968,862.23
25JAN1968,864.25
26JAN1968,865.06
29JAN1968,863.67
30JAN1968,859.57
31JAN1968,855.47
01FEB1968,861.36
02FEB1968,863.56
05FEB1968,861.13
06FEB1968,861.25
07FEB1968,859.92
08FEB1968,850.32
09FEB1968,840.04
13FEB1968,831.77
14FEB1968,837.38
15FEB1968,839.23
16FEB1968,836.34
19FEB1968,838.65
20FEB1968,843.1
21FEB1968,849.23
23FEB1968,849.8
26FEB1968,841.77
27FEB1968,846.68
28FEB1968,844.72
29FEB1968,840.5
01MAR1968,840.44
04MAR1968,830.56
05MAR1968,827.03
06MAR1968,837.21
07MAR1968,836.22
08MAR1968,835.24
11MAR1968,843.04
12MAR1968,843.22
13MAR1968,842.23
14MAR1968,830.91
15MAR1968,837.55
18MAR1968,840.09
19MAR1968,832.99
20MAR1968,830.85
21MAR1968,825.13
22MAR1968,826.05
25MAR1968,827.27
26MAR1968,831.54
27MAR1968,836.57
28MAR1968,835.12
29MAR1968,840.67
01APR1968,861.25
02APR1968,863.96
03APR1968,869.11
04APR1968,872.52
05APR1968,865.81
08APR1968,884.42
10APR1968,892.63
11APR1968,905.69
15APR1968,910.19
16APR1968,906.78
17APR1968,908.17
18APR1968,909.21
19APR1968,897.65
22APR1968,891.99
23APR1968,897.48
24APR1968,898.46
25APR1968,905.57
26APR1968,906.03
29APR1968,908.34
30APR1968,912.22
01MAY1968,913.2
02MAY1968,918.05
03MAY1968,919.21
06MAY1968,914.53
07MAY1968,919.9
08MAY1968,918.86
09MAY1968,911.35
10MAY1968,912.91
13MAY1968,909.96
14MAY1968,908.06
15MAY1968,907.82
16MAY1968,903.72
17MAY1968,898.98
20MAY1968,894.19
21MAY1968,896.32
22MAY1968,896.79
23MAY1968,893.15
24MAY1968,895.28
27MAY1968,891.6
28MAY1968,896.78
29MAY1968,895.21
31MAY1968,899
03JUN1968,905.38
04JUN1968,916.63
05JUN1968,907.42
06JUN1968,910.13
07JUN1968,914.88
10JUN1968,913.38
11JUN1968,917.95
13JUN1968,913.86
14JUN1968,913.62
17JUN1968,903.45
18JUN1968,900.2
20JUN1968,898.28
21JUN1968,900.93
24JUN1968,901.83
25JUN1968,901.41
27JUN1968,898.76
28JUN1968,897.8
01JUL1968,896.35
02JUL1968,896.84
03JUL1968,903.51
08JUL1968,912.6
09JUL1968,920.42
11JUL1968,922.82
12JUL1968,922.46
15JUL1968,923.72
16JUL1968,921.2
18JUL1968,917.95
19JUL1968,913.92
22JUL1968,900.32
23JUL1968,898.1
25JUL1968,885.47
26JUL1968,888.47
29JUL1968,883.36
30JUL1968,883
01AUG1968,878.07
02AUG1968,871.27
05AUG1968,872.53
06AUG1968,876.92
08AUG1968,870.37
09AUG1968,869.65
12AUG1968,881.02
13AUG1968,884.68
15AUG1968,879.51
16AUG1968,885.89
19AUG1968,887.68
20AUG1968,888.67
22AUG1968,888.3
23AUG1968,892.34
26AUG1968,896.13
27AUG1968,893.65
29AUG1968,894.33
30AUG1968,896.01
03SEP1968,900.36
04SEP1968,906.95
05SEP1968,917.52
06SEP1968,921.25
09SEP1968,924.98
10SEP1968,919.38
12SEP1968,915.65
13SEP1968,917.21
16SEP1968,921.37
17SEP1968,923.05
19SEP1968,923.98
20SEP1968,924.42
23SEP1968,930.45
24SEP1968,938.28
26SEP1968,933.24
27SEP1968,933.8
30SEP1968,935.79
01OCT1968,942.32
03OCT1968,949.47
04OCT1968,952.95
07OCT1968,956.68
08OCT1968,956.24
10OCT1968,949.78
11OCT1968,949.59
14OCT1968,949.96
15OCT1968,955.31
17OCT1968,958.91
18OCT1968,967.49
21OCT1968,967.49
22OCT1968,963.14
24OCT1968,956.68
25OCT1968,961.28
28OCT1968,957.73
29OCT1968,951.08
31OCT1968,952.39
01NOV1968,948.41
04NOV1968,946.23
06NOV1968,949.47
07NOV1968,950.65
08NOV1968,958.98
12NOV1968,964.2
13NOV1968,967.43
14NOV1968,963.89
15NOV1968,965.88
18NOV1968,963.7
19NOV1968,966.75
21NOV1968,965.13
22NOV1968,967.06
25NOV1968,971.35
26NOV1968,979.49
27NOV1968,976.32
29NOV1968,985.08
02DEC1968,983.34
03DEC1968,985.21
05DEC1968,977.69
06DEC1968,978.24
09DEC1968,979.36
10DEC1968,977.69
12DEC1968,977.13
13DEC1968,981.29
16DEC1968,976.32
17DEC1968,970.91
19DEC1968,975.14
20DEC1968,966.99
23DEC1968,953.75
24DEC1968,952.32
26DEC1968,954.25
27DEC1968,952.51
30DEC1968,945.11
31DEC1968,943.75
02JAN1969,947.73
03JAN1969,951.89
06JAN1969,936.66
07JAN1969,925.72
08JAN1969,921.25
09JAN1969,927.46
10JAN1969,925.53
13JAN1969,923.11
14JAN1969,928.33
15JAN1969,931.75
16JAN1969,938.59
17JAN1969,935.54
20JAN1969,931.25
21JAN1969,929.82
22JAN1969,934.17
23JAN1969,940.2
24JAN1969,938.59
27JAN1969,937.47
28JAN1969,938.4
29JAN1969,938.09
30JAN1969,942.13
31JAN1969,946.05
03FEB1969,946.85
04FEB1969,945.11
05FEB1969,945.98
06FEB1969,946.67
07FEB1969,947.85
11FEB1969,948.97
12FEB1969,949.09
13FEB1969,952.7
14FEB1969,951.95
17FEB1969,937.72
18FEB1969,930.82
19FEB1969,925.1
20FEB1969,916.65
24FEB1969,903.97
25FEB1969,899.8
26FEB1969,905.77
27FEB1969,903.03
28FEB1969,905.21
03MAR1969,908.63
04MAR1969,919.51
05MAR1969,923.11
06MAR1969,913.54
07MAR1969,911.18
10MAR1969,917.14
11MAR1969,920.93
12MAR1969,917.52
13MAR1969,907.14
14MAR1969,904.28
17MAR1969,904.03
18MAR1969,907.38
19MAR1969,912.11
20MAR1969,920.13
21MAR1969,920
24MAR1969,917.08
25MAR1969,917.08
26MAR1969,923.3
27MAR1969,930.88
28MAR1969,935.48
01APR1969,933.08
02APR1969,930.92
03APR1969,927.3
07APR1969,918.78
08APR1969,923.17
09APR1969,929.97
10APR1969,932.89
11APR1969,933.46
14APR1969,932.64
15APR1969,931.94
16APR1969,923.49
17APR1969,924.12
18APR1969,924.82
21APR1969,917.51
22APR1969,918.59
23APR1969,917.64
24APR1969,921.2
25APR1969,924
28APR1969,925.08
29APR1969,934.1
30APR1969,950.18
01MAY1969,949.22
02MAY1969,957.17
05MAY1969,958.95
06MAY1969,962.06
07MAY1969,959.6
08MAY1969,963.68
09MAY1969,961.61
12MAY1969,957.86
13MAY1969,962.97
14MAY1969,968.85
15MAY1969,965.16
16MAY1969,967.3
19MAY1969,959.02
20MAY1969,949.26
21MAY1969,951.78
22MAY1969,950.04
23MAY1969,947.45
26MAY1969,946.94
27MAY1969,938.66
28MAY1969,936.92
29MAY1969,937.56
02JUN1969,933.17
03JUN1969,930.78
04JUN1969,928.84
05JUN1969,930.71
06JUN1969,924.77
09JUN1969,918.05
10JUN1969,912.49
11JUN1969,904.6
12JUN1969,892.58
13JUN1969,894.84
16JUN1969,891.16
17JUN1969,885.73
18JUN1969,887.09
19JUN1969,882.37
20JUN1969,876.16
23JUN1969,870.86
24JUN1969,877.2
25JUN1969,874.1
26JUN1969,870.28
27JUN1969,869.76
30JUN1969,873.19
01JUL1969,875.9
02JUL1969,880.69
03JUL1969,886.12
07JUL1969,883.21
08JUL1969,870.35
09JUL1969,861.62
10JUL1969,847.79
11JUL1969,852.25
14JUL1969,843.14
15JUL1969,841.13
16JUL1969,849.34
17JUL1969,853.09
18JUL1969,845.92
22JUL1969,834.02
23JUL1969,827.95
24JUL1969,826.53
25JUL1969,818.06
28JUL1969,806.23
29JUL1969,801.96
30JUL1969,803.58
31JUL1969,815.47
01AUG1969,826.59
04AUG1969,822.58
05AUG1969,821.23
06AUG1969,825.88
07AUG1969,826.27
08AUG1969,824.46
11AUG1969,819.83
12AUG1969,812.96
13AUG1969,809.13
14AUG1969,813.23
15AUG1969,820.88
18AUG1969,827.68
19AUG1969,833.69
20AUG1969,833.22
21AUG1969,834.87
22AUG1969,837.25
25AUG1969,831.44
26AUG1969,823.52
27AUG1969,824.78
28AUG1969,828.41
29AUG1969,836.72
02SEP1969,837.78
03SEP1969,835.67
04SEP1969,825.3
05SEP1969,819.5
08SEP1969,811.84
09SEP1969,815.67
10SEP1969,828.01
11SEP1969,825.77
12SEP1969,824.25
15SEP1969,830.45
16SEP1969,831.64
17SEP1969,826.56
18SEP1969,831.57
19SEP1969,830.39
22SEP1969,831.77
23SEP1969,834.81
24SEP1969,834.68
25SEP1969,829.92
26SEP1969,824.18
29SEP1969,818.04
30SEP1969,813.09
01OCT1969,806.89
02OCT1969,811.84
03OCT1969,808.41
06OCT1969,809.4
07OCT1969,806.23
08OCT1969,802.2
09OCT1969,803.79
10OCT1969,806.96
13OCT1969,819.3
14OCT1969,832.43
15OCT1969,830.06
16OCT1969,838.77
17OCT1969,836.06
20OCT1969,839.23
21OCT1969,846.88
22OCT1969,860.35
23OCT1969,855.73
24OCT1969,862.26
27OCT1969,860.28
28OCT1969,855.86
29OCT1969,848.34
